ID;VL_FATU;VL_SLDO;DT_ABRT;DS_CNAE;DT_REFE
CNPJ_00816;2000562;-4659;15/12/2014;Fabricação de produtos químicos;31/03/2025
CNPJ_00817;24131295;1674993;13/11/2011;Obras de infraestrutura elétrica;31/03/2025
CNPJ_00818;109991986;5404426;01/01/1997;Construção de rodovias;31/03/2025
CNPJ_00819;12518765;1037013;23/11/1999;Padaria e confeitaria;31/03/2025
CNPJ_00820;20721390;1187391;12/04/2017;Padaria e confeitaria;31/03/2025
CNPJ_00821;160164;-8465;26/10/2023;Fabricação de automóveis;31/03/2025
CNPJ_00822;798890;34022;08/08/2015;Cultivo de trigo;31/03/2025
CNPJ_00823;2521439;14223;03/09/2016;Comércio atacadista de alimentos;31/03/2025
CNPJ_00824;25237390;-1120287;23/03/2002;Cultivo de trigo;31/03/2025
CNPJ_00825;284825;-10092;12/09/2023;Administração pública;31/03/2025
CNPJ_00826;122753;10964;17/07/2022;Geração de energia elétrica;31/03/2025
CNPJ_00827;78065038;6210656;19/11/2002;Armazenamento geral;31/03/2025
CNPJ_00828;680184;-12371;22/01/2022;Cultivo de milho;31/03/2025
CNPJ_00829;22940020;2225312;04/02/2002;Serviços de tecnologia da informação;31/03/2025
CNPJ_00830;1682582;-100087;01/02/2020;Armazenamento geral;31/03/2025
CNPJ_00831;11482831;130197;03/01/2017;Educação superior;31/03/2025
CNPJ_00832;92110243;4167852;05/01/1996;Comércio atacadista de medicamentos;31/03/2025
CNPJ_00833;277247;-1941;13/09/2019;Armazenamento geral;31/03/2025
CNPJ_00834;1641748;-51582;21/11/2015;Comércio atacadista de calçados;31/03/2025
CNPJ_00835;2611654;-7900;08/03/2015;Padaria e confeitaria;31/03/2025
CNPJ_00836;17732614;-1434687;14/04/2000;Consultoria empresarial;31/03/2025
CNPJ_00837;695976;22491;03/06/2014;Comércio atacadista de medicamentos;31/03/2025
CNPJ_00838;297235;-16641;29/10/2022;Engenharia civil;31/03/2025
CNPJ_00839;279242;12561;24/03/2019;Produção de ferro-gusa;31/03/2025
CNPJ_00840;82200;-7672;14/10/2022;Educação superior;31/03/2025
CNPJ_00841;236732;-6456;27/04/2020;Construção de edifícios;31/03/2025
CNPJ_00842;5393615;-313703;11/06/2011;Telecomunicações sem fio;31/03/2025
CNPJ_00843;536732;-5014;28/12/2020;Geração de energia elétrica;31/03/2025
CNPJ_00844;248482;237;24/10/2021;Fabricação de caminhões e ônibus;31/03/2025
CNPJ_00845;9535781;700691;30/09/2003;Fabricação de produtos químicos;31/03/2025
CNPJ_00846;15349230;1022437;17/06/2016;Distribuição de energia elétrica;31/03/2025
CNPJ_00847;2784579;-274597;13/01/2017;Extração de petróleo e gás natural;31/03/2025
CNPJ_00848;2527513;114728;14/08/2022;Seguros de vida;31/03/2025
CNPJ_00849;139601;18667;18/09/2020;Saneamento básico;31/03/2025
CNPJ_00850;171076160;-11530941;20/09/1994;Cultivo de arroz;31/03/2025
CNPJ_00851;18500619;516677;10/05/2011;Saneamento básico;31/03/2025
CNPJ_00852;1053728;47453;16/09/2021;Cultivo de milho;31/03/2025
CNPJ_00853;54200;-3338;04/07/2019;Distribuição de energia elétrica;31/03/2025
CNPJ_00854;2835367;80833;10/10/2014;Planos de saúde;31/03/2025
CNPJ_00855;2709610;-180650;26/09/2017;Seguros de vida;31/03/2025
CNPJ_00856;1062326;103070;22/05/2017;Fabricação de caminhões e ônibus;31/03/2025
CNPJ_00857;1450179;5498;09/03/2021;Construção de rodovias;31/03/2025
CNPJ_00858;250073;16942;28/11/2019;Comércio varejista de alimentos;31/03/2025
CNPJ_00859;60089547;3459018;12/10/1998;Fabricação de produtos químicos;31/03/2025
CNPJ_00860;16726902;299578;08/06/2020;Cultivo de milho;31/03/2025
CNPJ_00861;1383571;-94280;29/03/2016;Hotéis e pousadas;31/03/2025
CNPJ_00862;2397736;-136839;20/07/2022;Construção de rodovias;31/03/2025
CNPJ_00863;114231;5241;12/10/2020;Padaria e confeitaria;31/03/2025
CNPJ_00864;242432;7733;22/07/2021;Fabricação de produtos químicos;31/03/2025
CNPJ_00865;1092084;82692;21/05/2022;Produção de alumínio;31/03/2025
CNPJ_00866;7137604;-17990;20/08/2003;Cultivo de arroz;31/03/2025
CNPJ_00867;941864;-48508;16/07/2015;Comércio atacadista de medicamentos;31/03/2025
CNPJ_00868;105904;-4988;31/10/2019;Saneamento básico;31/03/2025
CNPJ_00869;2323603;89999;15/12/2016;Fabricação de caminhões e ônibus;31/03/2025
CNPJ_00870;106170;-1565;14/07/2023;Comércio varejista de combustíveis;31/03/2025
CNPJ_00871;182085158;-15150249;31/01/2009;Cultivo de milho;31/03/2025
CNPJ_00872;184667;12728;01/10/2022;Transporte ferroviário de carga;31/03/2025
CNPJ_00873;2481954;191757;29/01/2016;Fabricação de móveis;31/03/2025
CNPJ_00874;1683591;-228963;26/11/2020;Saneamento básico;31/03/2025
CNPJ_00875;192754453;-2908497;23/12/2004;Extração de minério de ferro;31/03/2025
CNPJ_00876;22901979;-2229305;01/08/2008;Geração de energia elétrica;31/03/2025
CNPJ_00877;2590542;52850;05/10/2016;Serviços de tecnologia da informação;31/03/2025
CNPJ_00878;2538019;179837;16/08/2018;Transporte rodoviário de carga;31/03/2025
CNPJ_00879;176321;-17153;04/11/2023;Televisão por assinatura;31/03/2025
CNPJ_00880;25010040;-553968;07/03/2002;Construção de rodovias;31/03/2025
CNPJ_00881;17629210;-139003;19/07/2021;Comércio varejista de alimentos;31/03/2025
CNPJ_00882;125626996;-5746941;06/03/2009;Comércio atacadista de calçados;31/03/2025
CNPJ_00883;208820;-4373;14/12/2020;Produção de ferro-gusa;31/03/2025
CNPJ_00884;5373398;36929;14/06/2012;Comércio atacadista de medicamentos;31/03/2025
CNPJ_00885;457498;-33162;03/11/2016;Cultivo de trigo;31/03/2025
CNPJ_00886;2913315;177160;06/02/2017;Fabricação de papel;31/03/2025
CNPJ_00887;185336;1429;12/11/2019;Produção de alumínio;31/03/2025
CNPJ_00888;2721973;-56767;07/05/2021;Construção de edifícios;31/03/2025
CNPJ_00889;2801531;161094;26/11/2019;Padaria e confeitaria;31/03/2025
CNPJ_00890;297411;-4708;23/09/2023;Obras de infraestrutura elétrica;31/03/2025
CNPJ_00891;1256492;-79700;15/02/2019;Fabricação de caminhões e ônibus;31/03/2025
CNPJ_00892;28452882;3432185;29/08/1999;Comércio atacadista de alimentos;31/03/2025
CNPJ_00893;84904445;-3687425;22/06/2004;Produção de alumínio;31/03/2025
CNPJ_00894;282006;-14614;26/09/2022;Obras de infraestrutura elétrica;31/03/2025
CNPJ_00895;177405346;22536460;19/05/2015;Fabricação de automóveis;31/03/2025
CNPJ_00896;1316965;-130146;15/04/2020;Comércio atacadista de calçados;31/03/2025
CNPJ_00897;919704;-34087;04/12/2015;Seguros de vida;31/03/2025
CNPJ_00898;2009300;-190409;13/10/2015;Fabricação de automóveis;31/03/2025
CNPJ_00899;1452986;-118528;08/12/2020;Produção cinematográfica;31/03/2025
CNPJ_00900;2689307;104660;20/03/2017;Construção de edifícios;31/03/2025
CNPJ_00901;119025;-1957;12/02/2023;Distribuição de energia elétrica;31/03/2025
CNPJ_00902;263712;71;12/11/2023;Hotéis e pousadas;31/03/2025
CNPJ_00903;384376;3851;17/11/2019;Consultoria empresarial;31/03/2025
CNPJ_00904;112753;-5877;01/08/2021;Administração pública;31/03/2025
CNPJ_00905;1275747;-71140;26/10/2015;Fabricação de produtos químicos;31/03/2025
CNPJ_00906;184471406;18179267;06/08/2004;Comércio atacadista de tecidos;31/03/2025
CNPJ_00907;95305;1471;08/08/2021;Cultivo de arroz;31/03/2025
CNPJ_00908;2063534;-43016;25/03/2020;Cultivo de milho;31/03/2025
CNPJ_00909;38359340;-3811170;29/08/2003;Comércio atacadista de medicamentos;31/03/2025
CNPJ_00910;116584;-7142;07/04/2020;Comércio atacadista de alimentos;31/03/2025
CNPJ_00911;349123;7824;17/09/2016;Armazenamento geral;31/03/2025
CNPJ_00912;1037525;91207;31/07/2017;Telecomunicações sem fio;31/03/2025
CNPJ_00913;2391499;-174715;11/02/2014;Produção de ferro-gusa;31/03/2025
CNPJ_00914;960866;32903;29/04/2015;Atividades hospitalares;31/03/2025
CNPJ_00915;3380455;308831;27/06/2016;Fabricação de automóveis;31/03/2025
CNPJ_00916;1653223;136051;22/12/2022;Comércio atacadista de tecidos;31/03/2025
CNPJ_00917;1371660;79150;07/12/2021;Armazenamento geral;31/03/2025
CNPJ_00918;227030;-11279;12/07/2022;Comércio atacadista de calçados;31/03/2025
CNPJ_00919;240506;13222;26/05/2019;Transporte rodoviário de carga;31/03/2025
CNPJ_00920;277675;11815;19/07/2022;Produção de alumínio;31/03/2025
CNPJ_00921;2771439;-328621;12/01/2020;Administração pública;31/03/2025
CNPJ_00922;176486;-1881;29/12/2021;Cultivo de milho;31/03/2025
CNPJ_00923;190618;10286;16/09/2019;Comércio atacadista de calçados;31/03/2025
CNPJ_00924;2076054;-177898;15/01/2016;Fabricação de móveis;31/03/2025
CNPJ_00925;1767208;-142301;01/02/2021;Cultivo de soja;31/03/2025
CNPJ_00926;140992;-3052;22/01/2023;Geração de energia elétrica;31/03/2025
CNPJ_00927;2044758;59170;21/04/2022;Fabricação de papel;31/03/2025
CNPJ_00928;252338;-17824;08/10/2023;Telecomunicações sem fio;31/03/2025
CNPJ_00929;2171227;-175902;07/02/2020;Atividades hospitalares;31/03/2025
CNPJ_00930;2024599;-161823;26/10/2016;Construção de edifícios;31/03/2025
CNPJ_00931;1720816;-160582;29/08/2015;Engenharia civil;31/03/2025
CNPJ_00932;184468;14653;01/04/2023;Transporte rodoviário de carga;31/03/2025
CNPJ_00933;7221179;-264359;12/02/2006;Armazenamento geral;31/03/2025
CNPJ_00934;15030841;1403702;03/11/2005;Produção cinematográfica;31/03/2025
CNPJ_00935;56423;-1483;15/11/2019;Fabricação de papel;31/03/2025
CNPJ_00936;2792611;-103881;18/01/2020;Comércio atacadista de bebidas;31/03/2025
CNPJ_00937;11174357;-734350;31/08/2003;Fabricação de caminhões e ônibus;31/03/2025
CNPJ_00938;156734;5903;12/12/2023;Comércio atacadista de calçados;31/03/2025
CNPJ_00939;149823;-13616;17/01/2019;Fabricação de papel;31/03/2025
CNPJ_00940;1732468;-137907;01/01/2017;Seguros de vida;31/03/2025
CNPJ_00941;272876;23869;15/01/2019;Construção de edifícios;31/03/2025
CNPJ_00942;55953604;-730363;07/03/2007;Cultivo de soja;31/03/2025
CNPJ_00943;1744222;-36278;03/02/2015;Armazenamento geral;31/03/2025
CNPJ_00944;194741;11030;01/02/2019;Armazenamento geral;31/03/2025
CNPJ_00945;2229420;129851;25/05/2018;Extração de minério de ferro;31/03/2025
CNPJ_00946;1156343;459;01/03/2017;Transporte ferroviário de carga;31/03/2025
CNPJ_00947;1239753;119065;28/07/2020;Fabricação de automóveis;31/03/2025
CNPJ_00948;2907956;231625;12/12/2018;Consultoria empresarial;31/03/2025
CNPJ_00949;148931445;-7828350;24/05/2004;Transporte rodoviário de carga;31/03/2025
CNPJ_00950;29667720;-1932720;13/02/2010;Produção cinematográfica;31/03/2025
CNPJ_00951;159947689;3367500;24/11/2012;Transporte ferroviário de carga;31/03/2025
CNPJ_00952;947561;-12584;10/04/2019;Televisão aberta;31/03/2025
CNPJ_00953;232894;1654;23/01/2019;Produção de ferro-gusa;31/03/2025
CNPJ_00954;129735;-7327;01/10/2021;Cultivo de trigo;31/03/2025
CNPJ_00955;826573;-43681;23/12/2015;Restaurantes e similares;31/03/2025
CNPJ_00956;1872801;-154015;19/02/2020;Comércio varejista de alimentos;31/03/2025
CNPJ_00957;1140836;19031;02/09/2022;Comércio atacadista de bebidas;31/03/2025
CNPJ_00958;438762;42157;16/06/2016;Telecomunicações sem fio;31/03/2025
CNPJ_00959;2842647;150841;15/04/2022;Comércio atacadista de medicamentos;31/03/2025
CNPJ_00960;2598303;-180323;09/05/2015;Comércio atacadista de medicamentos;31/03/2025
CNPJ_00961;188534;-11862;28/01/2022;Cultivo de trigo;31/03/2025
CNPJ_00962;236545;10472;27/04/2020;Restaurantes e similares;31/03/2025
CNPJ_00963;152892;-1419;15/03/2021;Hotéis e pousadas;31/03/2025
CNPJ_00964;1024155;-119016;11/04/2019;Restaurantes e similares;31/03/2025
CNPJ_00965;28261842;-611747;26/01/2001;Construção de barragens;31/03/2025
CNPJ_00966;2858276;282367;04/06/2015;Comércio atacadista de bebidas;31/03/2025
CNPJ_00967;21307206;-2314393;24/01/2006;Administração pública;31/03/2025
CNPJ_00968;1269729;25019;30/07/2016;Construção de rodovias;31/03/2025
CNPJ_00969;37966147;2863053;26/11/2008;Fabricação de automóveis;31/03/2025
CNPJ_00970;92248;7395;11/12/2021;Construção de barragens;31/03/2025
CNPJ_00971;126573;992;16/10/2022;Telecomunicações sem fio;31/03/2025
CNPJ_00972;1077035;106752;04/01/2022;Produção de ferro-gusa;31/03/2025
CNPJ_00973;386374;6928;18/05/2017;Consultoria empresarial;31/03/2025
CNPJ_00974;1567283;86394;11/10/2022;Comércio atacadista de calçados;31/03/2025
CNPJ_00975;15077186;815366;01/04/2015;Construção de rodovias;31/03/2025
CNPJ_00976;14862523;235440;17/09/2012;Produção de ferro-gusa;31/03/2025
CNPJ_00977;138419094;-3392237;11/07/1995;Montagem industrial;31/03/2025
CNPJ_00978;1298802;-15701;26/01/2014;Obras de infraestrutura elétrica;31/03/2025
CNPJ_00979;2570549;310085;08/01/2016;Armazenamento geral;31/03/2025
CNPJ_00980;235063;-9897;19/04/2023;Serviços de tecnologia da informação;31/03/2025
CNPJ_00981;15996889;-931827;18/06/2012;Cultivo de milho;31/03/2025
CNPJ_00982;111828;-1367;26/06/2022;Fabricação de automóveis;31/03/2025
CNPJ_00983;22728294;943295;29/10/2007;Planos de saúde;31/03/2025
CNPJ_00984;10555357;890811;28/11/2006;Correios e entregas expressas;31/03/2025
CNPJ_00985;69326;-414;02/12/2019;Construção de edifícios;31/03/2025
CNPJ_00986;334153;30765;14/02/2016;Padaria e confeitaria;31/03/2025
CNPJ_00987;1199111;110939;29/07/2014;Fabricação de móveis;31/03/2025
CNPJ_00988;1135622;-19227;26/11/2014;Construção de barragens;31/03/2025
CNPJ_00989;177162;-15348;06/07/2020;Produção de ferro-gusa;31/03/2025
CNPJ_00990;1290584;-124155;17/08/2015;Cultivo de trigo;31/03/2025
CNPJ_00991;12588763;1060709;13/02/2002;Cultivo de arroz;31/03/2025
CNPJ_00992;482066;23553;06/07/2017;Construção de edifícios;31/03/2025
CNPJ_00993;2060260;-91883;03/10/2015;Extração de petróleo e gás natural;31/03/2025
CNPJ_00994;276113;-9514;27/06/2023;Produção de alumínio;31/03/2025
CNPJ_00995;62010;4578;11/05/2021;Telecomunicações sem fio;31/03/2025
CNPJ_00996;683955;-2683;14/10/2019;Construção de rodovias;31/03/2025
CNPJ_00997;23858197;-114543;02/11/2020;Produção de ferro-gusa;31/03/2025
CNPJ_00998;204446;21007;23/12/2023;Administração pública;31/03/2025
CNPJ_00999;2994428;321584;24/12/2017;Comércio atacadista de calçados;31/03/2025
CNPJ_01000;50350;-1977;26/03/2019;Comércio atacadista de alimentos;31/03/2025
CNPJ_01001;299636;-3616;22/01/2019;Comércio atacadista de bebidas;31/03/2025
CNPJ_01002;51571;570;01/10/2022;Padaria e confeitaria;31/03/2025
CNPJ_01003;14679413;-1046161;23/06/2015;Extração de petróleo e gás natural;31/03/2025
CNPJ_01004;21025419;-685627;02/04/2016;Comércio atacadista de calçados;31/03/2025
CNPJ_01005;14314918;840932;19/04/2008;Educação superior;31/03/2025
CNPJ_01006;2725552;-87081;27/02/2017;Produção de alumínio;31/03/2025
CNPJ_01007;180123277;3273328;26/04/1998;Fabricação de papel;31/03/2025
CNPJ_01008;14204810;-861093;02/07/2000;Restaurantes e similares;31/03/2025
CNPJ_01009;2511631;18473;18/09/2020;Produção cinematográfica;31/03/2025
CNPJ_01010;1604222;-120072;03/10/2014;Produção cinematográfica;31/03/2025
CNPJ_01011;37725414;-2749495;18/12/2002;Comércio atacadista de alimentos;31/03/2025
CNPJ_01012;21916219;669981;18/11/2007;Produção de ferro-gusa;31/03/2025
CNPJ_01013;2523027;63409;11/01/2014;Extração de petróleo e gás natural;31/03/2025
CNPJ_01014;2394088;-215747;13/07/2017;Transporte rodoviário de carga;31/03/2025
CNPJ_01015;2370468;-5306;06/05/2018;Seguros de vida;31/03/2025
CNPJ_01016;16912164;167533;18/02/2008;Armazenamento geral;31/03/2025
CNPJ_01017;1145128;8647;28/08/2018;Geração de energia elétrica;31/03/2025
CNPJ_01018;776691;-8684;31/03/2015;Seguros de vida;31/03/2025
CNPJ_01019;176107674;-7061680;11/05/2012;Engenharia civil;31/03/2025
CNPJ_01020;75686629;-7122642;26/05/2000;Fabricação de papel;31/03/2025
CNPJ_01021;120932;11898;19/04/2020;Montagem industrial;31/03/2025
CNPJ_01022;91117;-7102;19/11/2019;Comércio atacadista de alimentos;31/03/2025
CNPJ_01023;820977;54465;03/03/2015;Planos de saúde;31/03/2025
CNPJ_01024;96900236;-8335817;20/03/2015;Planos de saúde;31/03/2025
CNPJ_01025;291691;25111;17/02/2020;Armazenamento geral;31/03/2025
CNPJ_01026;211448;1786;31/07/2021;Comércio atacadista de alimentos;31/03/2025
CNPJ_01027;57620859;-5066490;12/08/2001;Comércio atacadista de tecidos;31/03/2025
CNPJ_01028;189445;16387;16/07/2019;Planos de saúde;31/03/2025
CNPJ_01029;1193492;-10284;25/06/2015;Geração de energia elétrica;31/03/2025
CNPJ_01030;26399117;612912;26/12/2008;Fabricação de produtos químicos;31/03/2025
CNPJ_01031;159391509;6276443;04/04/2001;Produção cinematográfica;31/03/2025
CNPJ_01032;111259280;-4949605;02/04/2003;Televisão aberta;31/03/2025
CNPJ_01033;262354;-7830;15/08/2019;Construção de edifícios;31/03/2025
CNPJ_01034;323472;-5078;05/09/2017;Saneamento básico;31/03/2025
CNPJ_01035;1843552;-80620;07/05/2022;Construção de barragens;31/03/2025
CNPJ_01036;1205185;7122;16/12/2019;Atividades de bancos múltiplos;31/03/2025
CNPJ_01037;1946230;-132034;01/09/2020;Produção de ferro-gusa;31/03/2025
CNPJ_01038;1771001;96058;09/09/2018;Comércio atacadista de alimentos;31/03/2025
CNPJ_01039;1729415;-43211;18/02/2014;Comércio varejista de alimentos;31/03/2025
CNPJ_01040;99863816;3478555;09/06/1997;Fabricação de automóveis;31/03/2025
CNPJ_01041;56310;3610;23/05/2023;Comércio atacadista de medicamentos;31/03/2025
CNPJ_01042;1282058;90006;12/09/2015;Cultivo de soja;31/03/2025
CNPJ_01043;331360;-8927;16/04/2022;Geração de energia elétrica;31/03/2025
CNPJ_01044;42457587;-1290843;13/05/2000;Engenharia civil;31/03/2025
CNPJ_01045;50941;3573;03/08/2021;Fabricação de produtos químicos;31/03/2025
CNPJ_01046;131088;418;29/08/2019;Padaria e confeitaria;31/03/2025
CNPJ_01047;2465699;-203262;30/12/2021;Comércio atacadista de alimentos;31/03/2025
CNPJ_01048;245895;21215;28/02/2019;Geração de energia elétrica;31/03/2025
CNPJ_01049;2298167;-84471;08/02/2022;Extração de minério de ferro;31/03/2025
CNPJ_01050;728086;-55282;10/12/2014;Hotéis e pousadas;31/03/2025
CNPJ_01051;296060;10597;31/10/2023;Atividades hospitalares;31/03/2025
CNPJ_01052;2055718;-195519;26/12/2019;Cultivo de milho;31/03/2025
CNPJ_01053;13841707;-444149;27/01/2010;Geração de energia elétrica;31/03/2025
CNPJ_01054;1625293;167379;22/02/2020;Fabricação de produtos químicos;31/03/2025
CNPJ_01055;162694619;12498109;27/06/2009;Planos de saúde;31/03/2025
CNPJ_01056;90518;-2901;26/06/2021;Construção de rodovias;31/03/2025
CNPJ_01057;1722486;146733;20/09/2016;Cultivo de soja;31/03/2025
CNPJ_01058;1170848;-71567;02/04/2015;Planos de saúde;31/03/2025
CNPJ_01059;2670164;-179478;25/11/2019;Construção de edifícios;31/03/2025
CNPJ_01060;1854904;-13881;23/04/2022;Televisão por assinatura;31/03/2025
CNPJ_01061;156678;-5023;21/04/2019;Defesa nacional;31/03/2025
CNPJ_01062;675319;-41754;18/03/2016;Armazenamento geral;31/03/2025
CNPJ_01063;24579601;-1274317;03/12/2011;Atividades hospitalares;31/03/2025
CNPJ_01064;169462;-7424;10/10/2023;Fabricação de caminhões e ônibus;31/03/2025
CNPJ_01065;22329412;255401;14/07/1999;Fabricação de caminhões e ônibus;31/03/2025
CNPJ_01066;243583;18057;13/06/2021;Cultivo de trigo;31/03/2025
CNPJ_01067;2213879;-2085;09/11/2015;Televisão por assinatura;31/03/2025
CNPJ_01068;5926832;-370177;02/06/2012;Montagem industrial;31/03/2025
CNPJ_01069;286399;-1825;13/10/2022;Produção de ferro-gusa;31/03/2025
CNPJ_01070;11800749;391745;30/11/2013;Transporte rodoviário de carga;31/03/2025
CNPJ_01071;269540;14541;20/10/2023;Televisão por assinatura;31/03/2025
CNPJ_01072;684154;-13537;18/10/2020;Cultivo de milho;31/03/2025
CNPJ_01073;140006;5356;03/12/2021;Telecomunicações sem fio;31/03/2025
CNPJ_01074;338399;23242;15/06/2021;Geração de energia elétrica;31/03/2025
CNPJ_01075;10998318;1501135;02/12/2013;Padaria e confeitaria;31/03/2025
CNPJ_01076;1792566;-29898;09/12/2017;Planos de saúde;31/03/2025
CNPJ_01077;769536;-657;31/01/2022;Fabricação de móveis;31/03/2025
CNPJ_01078;61809307;-5038496;12/08/2003;Extração de minério de ferro;31/03/2025
CNPJ_01079;186147;14343;30/10/2021;Extração de minério de ferro;31/03/2025
CNPJ_01080;1144418;-60177;06/02/2016;Montagem industrial;31/03/2025
CNPJ_01081;97340;-6337;11/08/2019;Comércio atacadista de tecidos;31/03/2025
CNPJ_01082;1143341;-71239;13/11/2015;Produção cinematográfica;31/03/2025
CNPJ_01083;945070;18533;15/03/2019;Comércio atacadista de calçados;31/03/2025
CNPJ_01084;5713831;257099;08/07/2004;Restaurantes e similares;31/03/2025
CNPJ_01085;277045;-21601;27/06/2022;Padaria e confeitaria;31/03/2025
CNPJ_01086;589764;58265;15/12/2022;Comércio varejista de combustíveis;31/03/2025
CNPJ_01087;1494602;-32465;23/08/2014;Atividades hospitalares;31/03/2025
CNPJ_01088;235674;3721;14/06/2023;Extração de minério de ferro;31/03/2025
CNPJ_01089;148868;-5433;02/09/2019;Serviços de tecnologia da informação;31/03/2025
CNPJ_01090;1185115;-42578;19/04/2018;Construção de barragens;31/03/2025
CNPJ_01091;481662;-46464;06/07/2016;Transporte ferroviário de carga;31/03/2025
CNPJ_01092;93385;-7123;13/03/2023;Geração de energia elétrica;31/03/2025
CNPJ_01093;203933;19370;16/12/2021;Comércio atacadista de alimentos;31/03/2025
CNPJ_01094;2673378;244772;16/08/2015;Comércio atacadista de bebidas;31/03/2025
CNPJ_01095;19456004;1637038;23/09/2020;Produção cinematográfica;31/03/2025
CNPJ_01096;109235407;-3053066;29/01/1999;Comércio varejista de alimentos;31/03/2025
CNPJ_01097;120785184;3880584;10/09/1994;Restaurantes e similares;31/03/2025
CNPJ_01098;118835;1908;10/10/2020;Armazenamento geral;31/03/2025
CNPJ_01099;7282018;-219939;16/07/2003;Cultivo de soja;31/03/2025
CNPJ_01100;129601;-4342;27/03/2019;Construção de barragens;31/03/2025
CNPJ_01101;1244808;74229;30/11/2019;Fabricação de móveis;31/03/2025
CNPJ_01102;728106;-35484;08/01/2018;Construção de edifícios;31/03/2025
CNPJ_01103;1369654;-30435;21/03/2016;Cultivo de milho;31/03/2025
CNPJ_01104;183631258;-6358733;16/10/2014;Telecomunicações sem fio;31/03/2025
CNPJ_01105;176940;-12521;06/05/2021;Construção de rodovias;31/03/2025
CNPJ_01106;2131671;-21181;12/09/2016;Montagem industrial;31/03/2025
CNPJ_01107;1215635;-95208;08/11/2019;Correios e entregas expressas;31/03/2025
CNPJ_01108;2091973;198310;03/09/2022;Produção cinematográfica;31/03/2025
CNPJ_01109;173821;4527;28/05/2019;Extração de petróleo e gás natural;31/03/2025
CNPJ_01110;11444546;-9584;19/09/2019;Televisão aberta;31/03/2025
CNPJ_01111;590778;-2057;18/02/2020;Produção cinematográfica;31/03/2025
CNPJ_01112;17455772;-211473;06/04/2020;Construção de rodovias;31/03/2025
CNPJ_01113;14705480;-1169369;12/03/2015;Obras de infraestrutura elétrica;31/03/2025
CNPJ_01114;16427393;-481268;25/05/2017;Televisão por assinatura;31/03/2025
CNPJ_01115;352884;5602;08/10/2016;Engenharia civil;31/03/2025
CNPJ_01116;138784;9004;16/10/2020;Serviços de tecnologia da informação;31/03/2025
CNPJ_01117;694131;1915;03/09/2018;Atividades hospitalares;31/03/2025
CNPJ_01118;156878503;-4213739;15/07/2010;Atividades hospitalares;31/03/2025
CNPJ_01119;259985;-15370;02/09/2020;Comércio atacadista de bebidas;31/03/2025
CNPJ_01120;14647652;742653;12/05/2018;Defesa nacional;31/03/2025
CNPJ_01121;110088;-6315;11/03/2023;Comércio atacadista de medicamentos;31/03/2025
CNPJ_01122;152475;-14746;27/01/2022;Obras de infraestrutura elétrica;31/03/2025
CNPJ_01123;2415607;-213291;10/01/2021;Cultivo de arroz;31/03/2025
CNPJ_01124;23052228;-2296877;16/11/2002;Obras de infraestrutura elétrica;31/03/2025
CNPJ_01125;181359;-2168;05/06/2019;Padaria e confeitaria;31/03/2025
CNPJ_01126;103909;1158;24/08/2022;Extração de minério de ferro;31/03/2025
CNPJ_01127;1845441;63227;03/05/2021;Defesa nacional;31/03/2025
CNPJ_01128;10789329;-433151;15/06/2017;Atividades hospitalares;31/03/2025
CNPJ_01129;200759;-3112;26/02/2020;Cultivo de milho;31/03/2025
CNPJ_01130;2498673;47388;14/06/2022;Construção de edifícios;31/03/2025
CNPJ_01131;1492799;-37047;24/02/2021;Televisão aberta;31/03/2025
CNPJ_01132;18747427;-1363916;13/01/1999;Correios e entregas expressas;31/03/2025
CNPJ_01133;2612928;-27484;30/06/2017;Correios e entregas expressas;31/03/2025
CNPJ_01134;2667319;-251823;26/10/2016;Defesa nacional;31/03/2025
CNPJ_01135;1737443;-36169;27/08/2015;Serviços de tecnologia da informação;31/03/2025
CNPJ_01136;162762;6618;23/06/2022;Correios e entregas expressas;31/03/2025
CNPJ_01137;472795;-8118;17/11/2020;Atividades hospitalares;31/03/2025
CNPJ_01138;178052;6002;30/05/2020;Engenharia civil;31/03/2025
CNPJ_01139;1300457;-20709;29/05/2016;Defesa nacional;31/03/2025
CNPJ_01140;1905830;26361;02/03/2014;Cultivo de milho;31/03/2025
CNPJ_01141;112611585;2159800;04/12/1997;Obras de infraestrutura elétrica;31/03/2025
CNPJ_01142;173549;6028;13/03/2022;Educação superior;31/03/2025
CNPJ_01143;15116734;1077354;08/02/2002;Produção cinematográfica;31/03/2025
CNPJ_01144;157852595;-76098;11/09/2003;Extração de minério de ferro;31/03/2025
CNPJ_01145;2688647;-257952;17/08/2021;Produção de alumínio;31/03/2025
CNPJ_01146;87091;6038;01/03/2021;Produção de alumínio;31/03/2025
CNPJ_01147;1608640;-151146;21/07/2022;Educação superior;31/03/2025
CNPJ_01148;302798;-16414;10/03/2014;Distribuição de energia elétrica;31/03/2025
CNPJ_01149;74112;5898;29/02/2020;Atividades hospitalares;31/03/2025
CNPJ_01150;986776;-89823;30/11/2016;Seguros de vida;31/03/2025
CNPJ_01151;155224;7439;03/03/2019;Comércio atacadista de calçados;31/03/2025
CNPJ_01152;13467956;603437;14/04/2020;Hotéis e pousadas;31/03/2025
CNPJ_01153;381610;14770;29/03/2019;Comércio atacadista de medicamentos;31/03/2025
CNPJ_01154;1995320;195025;27/12/2017;Geração de energia elétrica;31/03/2025
